Date,Adj Close
2011-01-04,3189.679932
2011-01-05,3175.659912
2011-01-06,3159.639893
2011-01-07,3166.6201170000004
2011-01-10,3108.189941
2011-01-11,3124.919922
2011-01-12,3142.340088
2011-01-13,3141.280029
2011-01-14,3091.860107
2011-01-17,2974.350098
2011-01-18,2977.649902
2011-01-19,3044.850098
2011-01-20,2944.709961
2011-01-21,2983.459961
2011-01-24,2954.22998
2011-01-25,2938.649902
2011-01-26,2978.429932
2011-01-27,3026.469971
2011-01-28,3036.73999
2011-01-31,3076.51001
2011-02-01,3077.280029
2011-02-09,3040.949951
2011-02-10,3104.159912
2011-02-11,3120.959961
2011-02-14,3219.139893
2011-02-15,3217.669922
2011-02-16,3248.530029
2011-02-17,3245.909912
2011-02-18,3211.8798829999996
2011-02-21,3257.909912
2011-02-22,3163.580078
2011-02-23,3174.73999
2011-02-24,3190.939941
2011-02-25,3197.6201170000004
2011-02-28,3239.560059
2011-03-01,3254.889893
2011-03-02,3243.300049
2011-03-03,3221.719971
2011-03-04,3270.669922
2011-03-07,3334.51001
2011-03-08,3337.459961
2011-03-09,3338.860107
2011-03-10,3280.26001
2011-03-11,3247.3798829999996
2011-03-14,3262.919922
2011-03-15,3203.959961
2011-03-16,3248.199951
2011-03-17,3197.100098
2011-03-18,3215.689941
2011-03-21,3207.110107
2011-03-22,3222.959961
2011-03-23,3264.929932
2011-03-24,3251.360107
2011-03-25,3294.47998
2011-03-28,3290.570068
2011-03-29,3257.97998
2011-03-30,3256.080078
2011-03-31,3223.290039
2011-04-01,3272.72998
2011-04-06,3311.070068
2011-04-07,3324.419922
2011-04-08,3353.360107
2011-04-11,3333.429932
2011-04-12,3326.77002
2011-04-13,3372.030029
2011-04-14,3353.560059
2011-04-15,3358.9399409999996
2011-04-18,3358.889893
2011-04-19,3295.810059
2011-04-20,3295.76001
2011-04-21,3317.3701170000004
2011-04-22,3299.939941
2011-04-25,3249.570068
2011-04-26,3230.959961
2011-04-27,3209.5
2011-04-28,3161.780029
2011-04-29,3192.719971
2011-05-03,3211.1298829999996
2011-05-04,3129.030029
2011-05-05,3126.1201170000004
2011-05-06,3121.399902
2011-05-09,3129.76001
2011-05-10,3153.219971
2011-05-11,3145.080078
2011-05-12,3101.600098
2011-05-13,3128.090088
2011-05-16,3100.459961
2011-05-17,3116.030029
2011-05-18,3139.3798829999996
2011-05-19,3120.639893
2011-05-20,3121.600098
2011-05-23,3022.97998
2011-05-24,3026.219971
2011-05-25,2990.340088
2011-05-26,2978.3798829999996
2011-05-27,2963.310059
2011-05-30,2954.51001
2011-05-31,3001.560059
2011-06-01,3004.169922
2011-06-02,2955.709961
2011-06-03,2986.350098
2011-06-07,3004.26001
2011-06-08,3008.649902
2011-06-09,2951.889893
2011-06-10,2961.929932
2011-06-13,2950.350098
2011-06-14,2993.560059
2011-06-15,2963.1201170000004
2011-06-16,2917.580078
2011-06-17,2892.159912
2011-06-20,2874.899902
2011-06-21,2909.070068
2011-06-22,2908.580078
2011-06-23,2957.6298829999996
2011-06-24,3027.469971
2011-06-27,3036.48999
2011-06-28,3041.72998
2011-06-29,3000.169922
2011-06-30,3044.090088
2011-07-01,3049.75
2011-07-04,3121.97998
2011-07-05,3122.5
2011-07-06,3113.709961
2011-07-07,3101.679932
2011-07-08,3109.179932
2011-07-11,3113.209961
2011-07-12,3056.909912
2011-07-13,3106.25
2011-07-14,3115.75
2011-07-15,3128.889893
2011-07-18,3122.600098
2011-07-19,3095.1201170000004
2011-07-20,3091.570068
2011-07-21,3059.139893
2011-07-22,3067.98999
2011-07-25,2968.290039
2011-07-26,2977.77002
2011-07-27,3000.050049
2011-07-28,2981.0
2011-07-29,2972.080078
2011-08-01,2977.070068
2011-08-02,2956.3798829999996
2011-08-03,2954.8701170000004
2011-08-04,2960.310059
2011-08-05,2897.419922
2011-08-08,2793.899902
2011-08-09,2798.189941
2011-08-10,2824.1201170000004
2011-08-11,2866.919922
2011-08-12,2875.360107
2011-08-15,2917.8798829999996
2011-08-16,2897.580078
2011-08-17,2886.01001
2011-08-18,2834.25
2011-08-19,2807.659912
2011-08-22,2777.790039
2011-08-23,2821.0
2011-08-24,2810.02002
2011-08-25,2903.840088
2011-08-26,2901.219971
2011-08-29,2852.810059
2011-08-30,2841.73999
2011-08-31,2846.780029
2011-09-01,2834.530029
2011-09-02,2803.850098
2011-09-05,2743.820068
2011-09-06,2723.300049
2011-09-07,2779.090088
2011-09-08,2756.100098
2011-09-09,2751.090088
2011-09-13,2720.280029
2011-09-14,2733.110107
2011-09-15,2729.050049
2011-09-16,2733.98999
2011-09-19,2679.27002
2011-09-20,2689.840088
2011-09-21,2771.01001
2011-09-22,2685.689941
2011-09-23,2669.47998
2011-09-26,2610.919922
2011-09-27,2637.8798829999996
2011-09-28,2610.590088
2011-09-29,2588.189941
2011-09-30,2581.350098
2011-10-10,2557.080078
2011-10-11,2551.98999
2011-10-12,2644.76001
2011-10-13,2662.600098
2011-10-14,2653.780029
2011-10-17,2666.949951
2011-10-18,2592.209961
2011-10-19,2582.51001
2011-10-20,2520.530029
2011-10-21,2507.8798829999996
2011-10-24,2576.669922
2011-10-25,2625.429932
2011-10-26,2651.649902
2011-10-27,2657.47998
2011-10-28,2709.02002
2011-10-31,2695.310059
2011-11-01,2697.530029
2011-11-02,2742.389893
2011-11-03,2744.300049
2011-11-04,2763.75
2011-11-07,2736.25
2011-11-08,2727.709961
2011-11-09,2751.649902
2011-11-10,2699.590088
2011-11-11,2695.0
2011-11-14,2750.199951
2011-11-15,2744.679932
2011-11-16,2670.1201170000004
2011-11-17,2662.02002
2011-11-18,2606.5
2011-11-21,2609.689941
2011-11-22,2609.47998
2011-11-23,2584.01001
2011-11-24,2588.919922
2011-11-25,2569.969971
2011-11-28,2573.320068
2011-11-29,2608.570068
2011-11-30,2521.52002
2011-12-01,2583.610107
2011-12-02,2557.310059
2011-12-05,2521.389893
2011-12-06,2516.340088
2011-12-07,2528.22998
2011-12-08,2525.0
2011-12-09,2503.459961
2011-12-12,2477.689941
2011-12-13,2421.929932
2011-12-14,2397.47998
2011-12-15,2340.790039
2011-12-16,2390.1298829999996
2011-12-19,2384.409912
2011-12-20,2377.070068
2011-12-21,2339.110107
2011-12-22,2341.330078
2011-12-23,2359.159912
2011-12-26,2335.699951
2011-12-27,2305.030029
2011-12-28,2307.929932
2011-12-29,2311.360107
2011-12-30,2345.73999
2012-01-04,2298.75
2012-01-05,2276.389893
2012-01-06,2290.600098
2012-01-09,2368.570068
2012-01-10,2447.350098
2012-01-11,2435.610107
2012-01-12,2435.219971
2012-01-13,2394.330078
2012-01-16,2345.649902
2012-01-17,2460.600098
2012-01-18,2422.189941
2012-01-19,2468.350098
2012-01-20,2504.090088
2012-01-30,2460.719971
2012-01-31,2464.26001
2012-02-01,2428.98999
2012-02-02,2486.23999
2012-02-03,2506.090088
2012-02-06,2504.320068
2012-02-07,2457.949951
2012-02-08,2528.23999
2012-02-09,2529.22998
2012-02-10,2533.6201170000004
2012-02-13,2531.97998
2012-02-14,2522.110107
2012-02-15,2549.610107
2012-02-16,2536.070068
2012-02-17,2537.090088
2012-02-20,2540.709961
2012-02-21,2562.449951
2012-02-22,2597.47998
2012-02-23,2606.26001
2012-02-24,2648.02002
2012-02-27,2656.570068
2012-02-28,2662.459961
2012-02-29,2634.139893
2012-03-01,2633.340088
2012-03-02,2679.929932
2012-03-05,2662.699951
2012-03-06,2621.050049
2012-03-07,2603.0
2012-03-08,2635.790039
2012-03-09,2664.300049
2012-03-12,2654.399902
2012-03-13,2681.070068
2012-03-14,2605.110107
2012-03-15,2585.550049
2012-03-16,2623.52002
2012-03-19,2630.01001
2012-03-20,2584.449951
2012-03-21,2587.790039
2012-03-22,2583.75
2012-03-23,2552.939941
2012-03-26,2555.439941
2012-03-27,2547.139893
2012-03-28,2474.899902
2012-03-29,2443.1201170000004
2012-03-30,2454.899902
2012-04-05,2512.830078
2012-04-06,2519.830078
2012-04-09,2495.149902
2012-04-10,2519.790039
2012-04-11,2520.040039
2012-04-12,2570.439941
2012-04-13,2580.449951
2012-04-16,2574.040039
2012-04-17,2541.8798829999996
2012-04-18,2599.909912
2012-04-19,2596.060059
2012-04-20,2626.840088
2012-04-23,2606.040039
2012-04-24,2604.8701170000004
2012-04-25,2625.98999
2012-04-26,2631.48999
2012-04-27,2626.159912
2012-05-02,2683.48999
2012-05-03,2691.52002
2012-05-04,2715.8798829999996
2012-05-07,2717.780029
2012-05-08,2709.1201170000004
2012-05-09,2657.51001
2012-05-10,2657.209961
2012-05-11,2636.919922
2012-05-14,2615.530029
2012-05-15,2617.3701170000004
2012-05-16,2574.649902
2012-05-17,2613.939941
2012-05-18,2573.97998
2012-05-21,2587.22998
2012-05-22,2627.52002
2012-05-23,2616.8701170000004
2012-05-24,2595.26001
2012-05-25,2573.100098
2012-05-28,2614.689941
2012-05-29,2650.850098
2012-05-30,2642.26001
2012-05-31,2632.040039
2012-06-01,2633.0
2012-06-04,2559.030029
2012-06-05,2558.840088
2012-06-06,2557.399902
2012-06-07,2542.179932
2012-06-08,2524.330078
2012-06-11,2558.26001
2012-06-12,2540.179932
2012-06-13,2580.639893
2012-06-14,2560.419922
2012-06-15,2568.050049
2012-06-18,2581.209961
2012-06-19,2558.6201170000004
2012-06-20,2552.610107
2012-06-21,2512.189941
2012-06-25,2456.52002
2012-06-26,2454.919922
2012-06-27,2447.199951
2012-06-28,2425.72998
2012-06-29,2461.610107
2012-07-02,2465.23999
2012-07-03,2468.719971
2012-07-04,2464.919922
2012-07-05,2430.3701170000004
2012-07-06,2472.610107
2012-07-09,2416.040039
2012-07-10,2406.709961
2012-07-11,2425.570068
2012-07-12,2449.179932
2012-07-13,2450.6298829999996
2012-07-16,2399.72998
2012-07-17,2414.199951
2012-07-18,2414.330078
2012-07-19,2424.320068
2012-07-20,2398.459961
2012-07-23,2365.429932
2012-07-24,2375.98999
2012-07-25,2360.080078
2012-07-26,2347.48999
2012-07-27,2349.110107
2012-07-30,2335.790039
2012-07-31,2332.919922
2012-08-01,2358.649902
2012-08-02,2334.8798829999996
2012-08-03,2353.73999
2012-08-06,2385.610107
2012-08-07,2388.8701170000004
2012-08-08,2389.790039
2012-08-09,2411.699951
2012-08-10,2399.75
2012-08-13,2351.929932
2012-08-14,2357.02002
2012-08-15,2331.610107
2012-08-16,2319.669922
2012-08-17,2313.47998
2012-08-20,2301.790039
2012-08-21,2313.699951
2012-08-22,2295.590088
2012-08-23,2302.199951
2012-08-24,2275.679932
2012-08-27,2228.199951
2012-08-28,2238.409912
2012-08-29,2214.810059
2012-08-30,2211.3701170000004
2012-08-31,2204.8701170000004
2012-09-03,2228.3701170000004
2012-09-04,2204.409912
2012-09-05,2199.8798829999996
2012-09-06,2217.820068
2012-09-07,2317.179932
2012-09-10,2326.669922
2012-09-11,2311.889893
2012-09-12,2320.070068
2012-09-13,2298.459961
2012-09-14,2315.540039
2012-09-17,2258.709961
2012-09-18,2235.23999
2012-09-19,2246.23999
2012-09-20,2195.949951
2012-09-21,2199.060059
2012-09-24,2215.52002
2012-09-25,2210.149902
2012-09-26,2184.889893
2012-09-27,2251.719971
2012-09-28,2293.110107
2012-10-08,2270.050049
2012-10-09,2320.159912
2012-10-10,2324.1201170000004
2012-10-11,2302.530029
2012-10-12,2304.530029
2012-10-15,2294.860107
2012-10-16,2298.159912
2012-10-17,2300.800049
2012-10-18,2336.080078
2012-10-19,2332.469971
2012-10-22,2341.590088
2012-10-23,2312.080078
2012-10-24,2307.780029
2012-10-25,2292.01001
2012-10-26,2247.909912
2012-10-29,2235.850098
2012-10-30,2239.8798829999996
2012-10-31,2254.820068
2012-11-01,2297.8798829999996
2012-11-02,2306.77002
2012-11-05,2301.8798829999996
2012-11-06,2292.209961
2012-11-07,2287.5
2012-11-08,2245.409912
2012-11-09,2240.919922
2012-11-12,2251.850098
2012-11-13,2212.439941
2012-11-14,2223.110107
2012-11-15,2193.6201170000004
2012-11-16,2177.23999
2012-11-19,2174.98999
2012-11-20,2164.8798829999996
2012-11-21,2194.899902
2012-11-22,2177.550049
2012-11-23,2192.679932
2012-11-26,2175.600098
2012-11-27,2150.639893
2012-11-28,2129.159912
2012-11-29,2115.679932
2012-11-30,2139.659912
2012-12-03,2108.850098
2012-12-04,2131.469971
2012-12-05,2207.8798829999996
2012-12-06,2203.600098
2012-12-07,2246.76001
2012-12-10,2271.050049
2012-12-11,2258.5
2012-12-12,2267.77002
2012-12-13,2242.639893
2012-12-14,2355.860107
2012-12-17,2366.699951
2012-12-18,2368.1201170000004
2012-12-19,2371.110107
2012-12-20,2384.820068
2012-12-21,2372.0
2012-12-24,2381.219971
2012-12-25,2448.399902
2012-12-26,2457.6201170000004
2012-12-27,2444.590088
2012-12-28,2480.050049
2012-12-31,2522.949951
2013-01-04,2524.409912
2013-01-07,2535.98999
2013-01-08,2525.330078
2013-01-09,2526.1298829999996
2013-01-10,2530.570068
2013-01-11,2483.22998
2013-01-14,2577.72998
2013-01-15,2595.860107
2013-01-16,2577.090088
2013-01-17,2552.76001
2013-01-18,2595.439941
2013-01-21,2610.899902
2013-01-22,2596.899902
2013-01-23,2607.459961
2013-01-24,2582.75
2013-01-25,2571.669922
2013-01-28,2651.860107
2013-01-29,2675.8701170000004
2013-01-30,2688.709961
2013-01-31,2686.8798829999996
2013-02-01,2743.320068
2013-02-04,2748.030029
2013-02-05,2771.679932
2013-02-06,2775.840088
2013-02-07,2759.8701170000004
2013-02-08,2771.72998
2013-02-18,2737.469971
2013-02-19,2685.610107
2013-02-20,2702.639893
2013-02-21,2610.550049
2013-02-22,2596.600098
2013-02-25,2604.959961
2013-02-26,2567.590088
2013-02-27,2594.679932
2013-02-28,2673.330078
2013-03-01,2668.840088
2013-03-04,2545.719971
2013-03-05,2622.810059
2013-03-06,2650.199951
2013-03-07,2619.47998
2013-03-08,2606.929932
2013-03-11,2592.3701170000004
2013-03-12,2555.610107
2013-03-13,2527.48999
2013-03-14,2534.27002
2013-03-15,2539.8701170000004
2013-03-18,2502.48999
2013-03-19,2525.100098
2013-03-20,2610.169922
2013-03-21,2614.98999
2013-03-22,2618.310059
2013-03-25,2613.100098
2013-03-26,2575.050049
2013-03-27,2583.530029
2013-03-28,2499.300049
2013-03-29,2495.080078
2013-04-01,2493.189941
2013-04-02,2486.389893
2013-04-03,2483.550049
2013-04-08,2472.300049
2013-04-09,2489.429932
2013-04-10,2485.310059
2013-04-11,2477.8798829999996
2013-04-12,2462.110107
2013-04-15,2436.820068
2013-04-16,2459.590088
2013-04-17,2458.469971
2013-04-18,2464.850098
2013-04-19,2533.830078
2013-04-22,2520.72998
2013-04-23,2449.469971
2013-04-24,2495.580078
